cod_upp;upp;ano;mes;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;total_roubos;furto_veiculos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;recuperacao_veiculos;armas_apreendidas;cump_mandado_prisao;ocorr_flagrante;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias
37;Mangueirinha;2007;4;0;0;0;0;0;6;0;1;1;0;0;3;0;4;0;0;0;1;0;8;0;0;0;0;0;0;1;2;3;0;1;1;1;0;0;0;0;27
38;Vila Kennedy;2007;4;0;1;0;2;1;13;0;0;4;0;0;3;0;12;1;0;0;2;0;20;0;5;0;0;0;0;2;15;3;1;5;10;0;0;0;0;0;82
1;Santa Marta;2007;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;7
2;Cidade de Deus;2007;5;0;0;0;8;4;11;2;0;3;0;0;7;0;5;10;0;0;2;0;27;3;13;0;1;0;2;5;7;13;0;5;5;1;0;0;0;0;97
3;Batam;2007;5;0;0;0;1;1;2;1;0;0;1;0;4;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;15
4;Chapéu Mangueira / Babilônia;2007;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;4
5;Pavão-Pavãozinho;2007;5;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;9
6;Tabajaras;2007;5;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;5;3;0;0;0;0;0;0;14
7;Providência;2007;5;0;0;0;0;1;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;5;0;0;0;1;2;1;1;0;1;3;0;1;0;0;0;27
8;Borel;2007;5;1;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;12;1;3;1;0;0;1;1;0;1;1;1;1;0;0;0;0;0;24
9;Formiga;2007;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;4
10;Andaraí;2007;5;1;0;0;1;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;5;4;4;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;22
11;Salgueiro;2007;5;0;0;0;0;0;2;1;0;1;1;0;6;0;3;0;0;0;3;0;18;9;15;0;0;0;1;1;6;0;0;1;1;1;0;0;0;0;53
12;Turano;2007;5;0;0;0;1;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;2;0;0;0;1;4;0;3;0;2;3;0;0;0;0;0;17
13;São João / Matriz / Queto;2007;5;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;2;0;0;0;1;1;0;0;0;9
14;Coroa / Fallet / Fogueteiro;2007;5;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;1;0;0;0;0;0;0;14
15;Escondidinho / Prazeres;2007;5;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;3;1;0;2;0;0;0;0;0;15
16;São Carlos;2007;5;0;0;0;0;0;1;0;0;4;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;1;0;1;3;0;0;0;1;0;0;0;0;19
17;Mangueira;2007;5;0;0;0;0;0;7;0;0;0;0;0;1;1;1;0;0;0;2;0;6;0;2;0;0;0;0;1;3;2;0;0;2;0;0;0;0;0;23
18;Macacos;2007;5;1;0;0;1;1;4;0;0;0;0;1;3;1;7;0;0;0;2;0;17;0;2;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;33
19;Vidigal;2007;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;4;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;8
20;Nova Brasília;2007;5;0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
21;Fazendinha;2007;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
22;Adeus / Baiana;2007;5;1;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
23;Alemão;2007;5;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3
24;Chatuba;2007;5;0;0;0;0;2;11;0;0;1;0;0;0;0;2;0;0;0;0;0;2;1;2;0;0;0;0;1;1;2;0;0;1;0;0;0;0;0;20
25;Fé / Sereno;2007;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
26;Parque Proletário;2007;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
27;Vila Cruzeiro;2007;5;1;0;0;2;0;13;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2;0;0;0;0;3;0;5;0;2;0;0;0;0;0;0;21
28;Rocinha;2007;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;2;0;0;5;1;0;0;0;0;14
29;Jacarezinho;2007;5;2;0;0;3;2;3;0;0;1;0;0;0;0;9;0;0;0;1;0;12;0;9;0;0;0;1;13;5;16;2;4;1;1;1;0;0;0;66
30;Manguinhos;2007;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;3;1;0;0;0;2;1;0;0;0;0;13
31;Barreira do Vasco / Tuiuti;2007;5;0;0;0;1;0;7;0;0;0;0;0;1;2;4;0;0;0;2;0;9;1;6;0;0;0;0;4;3;6;0;1;1;0;0;0;0;0;35
32;Caju;2007;5;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;2;2;2;2;1;0;0;0;0;0;0;14
33;Cerro-Corá;2007;5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5
34;Arará / Mandela;2007;5;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;10
35;Lins;2007;5;0;0;0;0;0;4;0;0;0;0;0;3;2;2;0;0;0;0;0;7;1;2;0;0;0;0;0;5;0;0;0;5;0;0;0;0;0;28
36;Camarista Méier;2007;5;0;0;0;0;0;2;0;0;0;0;0;5;0;1;1;0;0;1;0;9;0;4;0;0;0;0;1;1;1;3;2;2;0;0;0;0;0;27
37;Mangueirinha;2007;5;0;0;0;2;0;3;0;0;0;0;0;0;0;3;1;0;0;0;0;4;0;1;0;0;0;0;3;2;6;0;4;3;0;0;0;0;0;20
38;Vila Kennedy;2007;5;2;0;0;0;1;16;0;0;16;0;0;10;2;9;5;0;0;0;0;29;0;6;0;0;0;1;5;12;3;1;7;4;0;0;0;0;0;90
1;Santa Marta;2007;6;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4
2;Cidade de Deus;2007;6;1;0;0;1;2;14;0;0;10;0;0;5;1;4;8;0;0;1;0;23;0;11;0;0;0;1;11;5;7;2;13;7;1;0;0;0;0;96
3;Batam;2007;6;0;0;0;0;2;4;0;0;5;1;0;1;2;1;1;0;0;0;0;7;1;1;0;0;0;1;0;3;1;0;2;4;1;0;0;0;0;25
4;Chapéu Mangueira / Babilônia;2007;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4
5;Pavão-Pavãozinho;2007;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
6;Tabajaras;2007;6;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;2;0;1;0;2;1;0;0;0;0;0;13
7;Providência;2007;6;0;0;0;0;1;0;0;0;1;0;0;0;1;2;0;0;0;0;0;4;1;6;0;0;0;0;6;1;1;0;1;1;0;0;0;0;0;25
8;Borel;2007;6;0;0;0;0;1;4;2;0;0;0;0;3;0;1;0;0;0;1;0;9;0;1;0;0;0;0;1;1;4;0;1;1;0;0;0;0;0;29
9;Formiga;2007;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;0;0;0;0;0;0;3
10;Andaraí;2007;6;0;0;0;0;0;4;0;0;0;0;0;3;1;1;0;0;0;0;0;6;1;3;0;0;0;0;0;4;0;0;0;5;0;0;0;0;0;26
11;Salgueiro;2007;6;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;14;4;10;0;0;0;1;0;4;2;0;0;2;0;0;0;0;0;36
12;Turano;2007;6;1;0;0;1;1;5;0;0;0;0;0;1;0;2;0;0;0;0;0;4;0;2;0;0;0;1;0;1;2;0;0;3;0;0;0;0;0;19
13;São João / Matriz / Queto;2007;6;0;0;0;0;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9
14;Coroa / Fallet / Fogueteiro;2007;6;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;13
15;Escondidinho / Prazeres;2007;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4
16;São Carlos;2007;6;0;0;0;0;0;4;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;1;0;0;1;1;0;0;0;0;15
17;Mangueira;2007;6;0;0;0;0;1;1;0;0;0;0;0;2;2;2;0;0;0;0;0;7;1;2;0;0;0;1;1;2;0;0;1;1;0;0;0;0;0;17
18;Macacos;2007;6;0;0;0;0;0;0;0;0;0;0;0;3;0;9;0;0;0;2;0;18;2;5;0;0;0;3;0;3;0;0;0;0;0;1;0;0;0;37
19;Vidigal;2007;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4
20;Nova Brasília;2007;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
21;Fazendinha;2007;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;7
22;Adeus / Baiana;2007;6;2;0;0;0;2;1;0;0;0;1;0;1;0;1;0;0;0;2;0;5;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;12
23;Alemão;2007;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4
24;Chatuba;2007;6;0;0;0;2;1;1;0;0;3;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;12
25;Fé / Sereno;2007;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;6
26;Parque Proletário;2007;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;Vila Cruzeiro;2007;6;0;0;0;0;0;6;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;3;0;0;0;0;0;1;1;0;0;2;2;0;0;0;0;16
28;Rocinha;2007;6;1;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;3;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;12
29;Jacarezinho;2007;6;0;0;0;1;0;3;0;0;0;0;0;2;0;2;0;0;0;0;0;6;0;6;0;0;0;2;5;8;5;0;1;1;2;0;0;0;0;40
30;Manguinhos;2007;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;10;0;4;0;5;1;0;0;0;0;0;21
31;Barreira do Vasco / Tuiuti;2007;6;0;0;0;0;0;2;0;0;3;0;0;1;2;3;0;0;0;1;0;10;0;7;0;0;0;1;0;5;0;0;0;2;1;0;0;0;0;31
32;Caju;2007;6;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;2;6;6;0;3;0;0;0;0;0;0;21
33;Cerro-Corá;2007;6;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;9
34;Arará / Mandela;2007;6;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;2;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;9
35;Lins;2007;6;0;0;0;2;1;5;0;0;0;0;0;3;6;1;0;0;0;0;0;11;1;3;0;0;0;1;1;3;3;0;1;3;0;0;0;0;0;33
36;Camarista Méier;2007;6;0;0;0;0;1;4;0;0;1;1;1;1;1;8;0;0;0;0;0;12;3;7;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;29
37;Mangueirinha;2007;6;0;0;0;4;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;2;1;1;7;0;1;0;0;0;0;0;0;18
38;Vila Kennedy;2007;6;1;0;0;0;0;7;0;2;1;2;0;7;1;13;2;0;0;0;0;26;0;9;0;0;0;1;2;9;3;1;2;2;0;0;0;0;0;69
1;Santa Marta;2007;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
2;Cidade de Deus;2007;7;0;0;0;0;1;7;2;0;20;0;0;3;0;2;10;0;0;3;0;22;0;7;0;0;0;0;7;4;2;2;7;1;3;0;0;0;0;76
3;Batam;2007;7;1;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;1;0;1;1;1;0;0;0;0;18
4;Chapéu Mangueira / Babilônia;2007;7;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;7
5;Pavão-Pavãozinho;2007;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
6;Tabajaras;2007;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4
7;Providência;2007;7;0;0;0;1;0;4;0;0;1;0;0;0;2;2;0;0;0;0;0;4;1;6;0;0;0;0;5;0;5;3;2;5;0;0;0;0;0;35
8;Borel;2007;7;1;0;0;2;0;1;0;0;0;0;0;6;1;2;0;0;0;0;0;20;0;1;0;0;0;0;0;6;3;1;0;4;0;1;0;0;0;39
9;Formiga;2007;7;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5
10;Andaraí;2007;7;0;0;0;1;0;1;0;0;0;0;0;2;2;2;0;0;0;0;0;8;5;9;0;0;0;0;0;2;2;0;1;2;0;0;0;0;0;24
11;Salgueiro;2007;7;0;0;0;0;0;1;0;0;0;2;1;3;1;3;0;0;0;0;0;14;2;6;0;0;0;0;0;3;1;1;0;1;0;0;0;0;0;31
12;Turano;2007;7;0;0;0;2;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;5;0;3;0;0;0;0;1;0;2;0;0;2;1;0;0;0;0;23
13;São João / Matriz / Queto;2007;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;6
14;Coroa / Fallet / Fogueteiro;2007;7;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;4;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;23
15;Escondidinho / Prazeres;2007;7;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;10
16;São Carlos;2007;7;0;0;0;0;0;5;0;0;1;2;0;1;0;2;0;0;0;0;0;5;0;2;0;1;0;1;2;0;2;0;0;1;1;0;0;0;0;22
17;Mangueira;2007;7;0;0;0;0;0;1;0;0;0;0;0;1;1;5;0;0;0;2;0;9;0;0;0;0;0;0;8;0;3;0;2;4;0;0;0;0;0;26
18;Macacos;2007;7;0;0;0;0;0;2;0;0;0;0;0;3;0;7;0;0;0;0;0;11;1;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;23
19;Vidigal;2007;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
20;Nova Brasília;2007;7;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5
21;Fazendinha;2007;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3
22;Adeus / Baiana;2007;7;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;6
23;Alemão;2007;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
24;Chatuba;2007;7;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;7
25;Fé / Sereno;2007;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3
26;Parque Proletário;2007;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;4
27;Vila Cruzeiro;2007;7;1;0;0;0;0;4;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;4;0;2;0;1;0;0;0;0;0;0;16
28;Rocinha;2007;7;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;1;0;1;0;0;0;2;1;0;0;0;0;16
29;Jacarezinho;2007;7;3;0;0;1;1;2;0;0;5;4;0;2;0;7;0;0;0;0;0;16;0;5;0;0;0;1;1;8;5;0;2;1;0;0;0;0;0;48
30;Manguinhos;2007;7;0;0;0;2;1;3;0;0;0;0;0;0;0;1;1;0;0;0;0;3;2;5;0;0;0;0;5;0;2;0;2;1;0;0;0;0;0;20
31;Barreira do Vasco / Tuiuti;2007;7;0;0;0;0;0;2;0;1;0;0;1;0;3;6;0;0;0;0;0;10;1;5;0;0;0;0;1;1;3;0;3;4;0;0;0;0;0;33
32;Caju;2007;7;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;7
33;Cerro-Corá;2007;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;6
34;Arará / Mandela;2007;7;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7
35;Lins;2007;7;0;0;0;0;0;8;0;0;1;0;0;4;0;3;0;0;0;1;0;10;1;2;0;0;0;0;0;2;0;0;1;2;0;0;0;0;0;26
36;Camarista Méier;2007;7;0;0;0;2;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;4;2;4;0;0;0;1;0;0;4;0;0;5;0;0;0;0;0;19
37;Mangueirinha;2007;7;0;0;0;2;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;1;0;0;0;1;1;3;3;0;3;0;0;0;0;0;0;17
38;Vila Kennedy;2007;7;1;0;0;0;2;11;0;1;11;2;0;7;0;8;3;0;0;0;0;22;1;9;0;0;0;1;1;7;0;1;3;10;0;0;0;0;0;75
1;Santa Marta;2007;8;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
2;Cidade de Deus;2007;8;1;0;0;3;2;12;0;0;6;1;0;0;0;1;13;0;0;1;0;25;0;6;0;0;0;2;6;8;5;2;6;5;1;0;0;0;0;83
3;Batam;2007;8;1;0;0;1;3;0;0;0;2;2;0;1;0;0;1;0;0;0;0;4;1;1;0;1;0;0;0;0;1;0;0;2;1;0;0;0;0;16
4;Chapéu Mangueira / Babilônia;2007;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3
5;Pavão-Pavãozinho;2007;8;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;3;0;6;0;1;0;0;0;0;0;0;7
6;Tabajaras;2007;8;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2;1;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;13
7;Providência;2007;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;2;2;10;0;0;0;0;5;0;1;0;1;0;0;0;0;0;0;29
8;Borel;2007;8;0;0;0;1;1;5;0;0;0;0;0;1;1;5;0;0;0;0;0;8;0;1;0;0;0;0;3;3;6;3;0;4;0;0;0;0;0;34
9;Formiga;2007;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;2
10;Andaraí;2007;8;0;0;0;1;1;2;1;1;0;0;0;5;1;5;0;0;0;2;0;14;1;4;0;0;0;1;0;4;1;2;0;2;0;0;0;0;0;40
11;Salgueiro;2007;8;0;0;0;0;1;1;0;0;0;0;0;4;0;5;0;0;0;0;0;12;2;7;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;33
12;Turano;2007;8;1;0;0;2;0;2;0;0;1;1;0;2;1;0;0;0;0;0;0;4;2;7;0;0;0;0;0;1;6;0;0;1;1;0;0;0;0;26
13;São João / Matriz / Queto;2007;8;1;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;11
14;Coroa / Fallet / Fogueteiro;2007;8;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;11
15;Escondidinho / Prazeres;2007;8;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;8
16;São Carlos;2007;8;4;0;0;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;15
17;Mangueira;2007;8;0;0;0;0;0;4;0;0;0;0;1;0;1;1;0;0;0;1;0;5;0;4;0;0;0;0;5;1;0;0;2;3;0;0;0;0;0;34
18;Macacos;2007;8;2;0;0;0;1;5;0;0;0;0;0;6;0;6;1;0;0;0;0;15;1;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;30
19;Vidigal;2007;8;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;0;7
20;Nova Brasília;2007;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3
21;Fazendinha;2007;8;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5
22;Adeus / Baiana;2007;8;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9
23;Alemão;2007;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
24;Chatuba;2007;8;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;2;2;0;2;0;0;0;0;0;0;7
25;Fé / Sereno;2007;8;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
26;Parque Proletário;2007;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
27;Vila Cruzeiro;2007;8;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;2;1;1;0;1;0;1;0;0;0;0;17
28;Rocinha;2007;8;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;5;0;3;0;2;6;1;0;0;0;0;27
29;Jacarezinho;2007;8;2;0;0;0;1;5;0;0;2;1;0;2;6;8;1;0;0;0;0;20;1;9;0;1;0;0;2;8;7;0;2;5;0;0;0;0;0;66
30;Manguinhos;2007;8;3;0;0;0;0;1;0;0;4;0;0;0;0;0;1;0;0;0;0;1;0;3;0;0;0;0;1;0;1;0;1;2;1;0;0;0;0;15
31;Barreira do Vasco / Tuiuti;2007;8;0;0;0;0;0;10;0;1;0;0;0;2;5;2;0;0;0;0;0;12;0;5;0;0;0;1;1;1;4;0;1;2;0;0;0;0;0;42
32;Caju;2007;8;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;2;0;1;4;0;0;0;0;0;9
33;Cerro-Corá;2007;8;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
